time_s,total_rate_gbps,reconstructed_rate_gbps,ecn_marks
0.103184,252.964,252.964,0
0.103192,126.482,126.482,0
0.1032,316.206,316.206,0
0.103208,569.17,569.17,0
0.103216,252.964,252.964,0
0.103224,252.964,252.964,0
0.103232,758.893,758.893,0
0.10324,505.929,505.929,0
0.103248,316.206,316.206,0
0.103256,252.964,252.964,0
0.103264,379.447,379.447,0
0.103273,822.134,822.134,0
0.103281,411.067,411.067,0
0.103289,505.929,505.929,2
0.103297,252.964,252.964,1
0.103305,63.2411,63.2411,0
0.103313,126.482,126.482,0
0.103321,316.206,316.206,0
0.103329,252.964,252.964,0
0.103337,189.723,189.723,1
0.103345,379.447,379.447,0
0.103354,126.482,126.482,1
0.103362,0,0,0
0.10337,189.723,189.723,2
0.103378,126.482,126.482,1
0.103386,126.482,126.482,0
0.103394,252.964,252.964,3
0.103402,189.723,189.723,2
0.10341,252.964,252.964,3
0.103418,632.411,632.411,1
0.103426,379.447,379.447,0
0.103434,632.411,632.411,1
0.103443,442.688,442.688,0
0.103451,379.447,379.447,4
0.103459,569.17,569.17,0
0.103467,189.723,189.723,2
0.103475,316.206,316.206,2
0.103483,63.2411,63.2411,2
0.103491,316.206,316.206,5
0.103499,442.688,442.688,7
0.103507,252.964,252.964,5
0.103515,252.964,252.964,4
0.103524,189.723,189.723,2
0.103532,63.2411,63.2411,4
0.10354,316.206,316.206,1
0.103548,569.17,569.17,5
0.103556,189.723,189.723,3
0.103564,442.688,442.688,4
0.103572,189.723,189.723,4
0.10358,126.482,126.482,4
0.103588,189.723,189.723,6
0.103596,252.964,252.964,1
0.103605,126.482,126.482,3
0.103613,189.723,189.723,4
0.103621,126.482,126.482,1
0.103629,189.723,189.723,1
0.103637,189.723,189.723,2
0.103645,379.447,379.447,2
0.103653,505.929,505.929,1
0.103661,189.723,189.723,1
0.103669,442.688,442.688,1
0.103677,316.206,316.206,2
0.103685,316.206,316.206,3
0.103694,189.723,189.723,4
0.103702,252.964,252.964,5
0.10371,189.723,189.723,6
0.103718,126.482,126.482,3
0.103726,63.2411,63.2411,4
0.103734,379.447,379.447,2
0.103742,316.206,316.206,2
0.10375,189.723,189.723,3
0.103758,189.723,189.723,5
0.103766,316.206,316.206,5
0.103775,252.964,252.964,3
0.103783,442.688,442.688,5
0.103791,126.482,126.482,2
0.103799,569.17,569.17,2
0.103807,316.206,316.206,2
0.103815,189.723,189.723,2
0.103823,189.723,189.723,0
0.103831,758.893,758.893,4
0.103839,189.723,189.723,1
0.103847,126.482,126.482,1
0.103855,252.964,252.964,2
0.103864,442.688,442.688,2
0.103872,189.723,189.723,3
0.10388,126.482,126.482,1
0.103888,316.206,316.206,2
0.103896,316.206,316.206,4
0.103904,189.723,189.723,0
0.103912,379.447,379.447,2
0.10392,126.482,126.482,2
0.103928,316.206,316.206,1
0.103936,505.929,505.929,0
0.103945,379.447,379.447,0
0.103953,505.929,505.929,0
0.103961,442.688,442.688,0
0.103969,379.447,379.447,0
0.103977,63.2411,63.2411,0
0.103985,379.447,379.447,0
0.103993,442.688,442.688,0
0.104001,316.206,316.206,0
0.104009,316.206,316.206,0
0.104017,442.688,442.688,0
0.104026,252.964,252.964,1
0.104034,189.723,189.723,0
0.104042,189.723,189.723,0
0.10405,505.929,505.929,1
0.104058,189.723,189.723,1
0.104066,505.929,505.929,0
0.104074,569.17,569.17,0
0.104082,632.411,632.411,1
0.10409,316.206,316.206,0
0.104098,252.964,252.964,0
0.104106,379.447,379.447,0
0.104115,442.688,442.688,1
0.104123,379.447,379.447,0
0.104131,695.652,695.652,0
0.104139,505.929,505.929,0
0.104147,379.447,379.447,0
0.104155,758.893,758.893,0
0.104163,442.688,442.688,0
0.104171,822.134,822.134,0
0.104179,252.964,252.964,0
0.104187,316.206,316.206,0
